"vessel_uuid","c","pos","speed"
"00566cf0-aa1f-059a-d312-3f50ac5dd451",273,"{41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000,41.228615,9.530000}","{0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0}"
"06dbc9f7-0b19-ace6-541a-f285b0a11eda",273,"{41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611,41.242222,9.493611}","{0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0}"
"07ea8d59-282d-20dd-a5cc-d4c6db2ede77",273,"{41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667,41.206665,9.491667}","{0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0}"
